what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_22",1299524312868
java.vm.info,sysinfo,,,"mixed mode",1299524312868
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1299524312868
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1299524312868
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299524312868
java.vm.specification.version,sysinfo,,,"1.0",1299524312868
java.vm.vendor,sysinfo,,,"Apple Inc.",1299524312868
java.vm.version,sysinfo,,,"17.1-b03-307",1299524312868
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1299524313066
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1299524313165
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1299524313370
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1299524313723
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1299524313795
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1299524315542
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1299524315588
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1299524317534
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1299524318385
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1299524318479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524393291
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1299524393296
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299524395349
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1299524396349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524398776
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1299524400313
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1299524407071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524429092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1299524429139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524438042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299524442153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299524446668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299524453116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524465975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1299524466011
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524482199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524515041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1299524515086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524529234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299524535098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524543713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1299524543756
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1299524551817
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1299524551931
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1299524551962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524553776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299524560715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524566546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1299524566675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524583336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524620265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1299524620321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524621953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524713544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524717760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524742984
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1299524744542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299524747516
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299524749260
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299524750060
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299524750860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299524753504
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1299524755190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524756186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524758279
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1299524762147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299524763388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524765027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299524766805
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299524773335
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299524773611
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.gotoLastEditPosition",1299524777050
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.gotoLastEditPosition",1299524777345
